problem_id,title,difficulty,acceptance_percent,leetcode_url,primary_family,subfamily,canonical_reduction,primary_primitives,proof_style,approach_kind,series_or_ladder,practice_priority,notes_traps,classification_confidence
2335,Minimum Amount of Time to Fill Cups,Easy,60.3,https://leetcode.com/problems/minimum-amount-of-time-to-fill-cups/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Low,Review exact statement; this row is inferred from title.,heuristic
2340,Minimum Adjacent Swaps to Make a Valid Array,Medium,72.2,https://leetcode.com/problems/minimum-adjacent-swaps-to-make-a-valid-array/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
2350,Shortest Impossible Sequence of Rolls,Hard,69.1,https://leetcode.com/problems/shortest-impossible-sequence-of-rolls/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,High,Review exact statement; this row is inferred from title.,heuristic
2357,Make Array Zero by Subtracting Equal Amounts,Easy,73.8,https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Low,Review exact statement; this row is inferred from title.,heuristic
2358,Maximum Number of Groups Entering a Competition,Medium,68.6,https://leetcode.com/problems/maximum-number-of-groups-entering-a-competition/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
2366,Minimum Replacements to Sort the Array,Hard,53.1,https://leetcode.com/problems/minimum-replacements-to-sort-the-array/,Reverse greedy partitioning,Minimum Replacements to Sort the Array,Scan right-to-left; split current number into minimum parts <= next bound.,right-to-left bound; ceil division; local repair,stays-ahead / local feasibility,pure greedy,Array transformation,High,Forward scan is awkward; bound comes from suffix.,manual-high
2375,Construct Smallest Number From DI String,Medium,85.6,https://leetcode.com/problems/construct-smallest-number-from-di-string/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
2383,Minimum Hours of Training to Win a Competition,Easy,42.6,https://leetcode.com/problems/minimum-hours-of-training-to-win-a-competition/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Low,Review exact statement; this row is inferred from title.,heuristic
2384,Largest Palindromic Number,Medium,37.1,https://leetcode.com/problems/largest-palindromic-number/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
2389,Longest Subsequence With Limited Sum,Easy,73.6,https://leetcode.com/problems/longest-subsequence-with-limited-sum/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Low,Review exact statement; this row is inferred from title.,heuristic
2405,Optimal Partition of String,Medium,78.4,https://leetcode.com/problems/optimal-partition-of-string/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,Medium,Review exact statement; this row is inferred from title.,heuristic
2406,Divide Intervals Into Minimum Number of Groups,Medium,63.6,https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups/,Interval heap / active set,Divide Intervals Into Minimum Number of Groups,Sort starts; min-heap ends gives max concurrent closed intervals.,sweep line; active intervals min-heap,sweep invariant,greedy + heap,Interval,High,Closed intervals: start <= end overlaps.,manual-high
2410,Maximum Matching of Players With Trainers,Medium,75.3,https://leetcode.com/problems/maximum-matching-of-players-with-trainers/,Pairing / matching,Maximum Matching of Players With Trainers,Match weakest player with smallest trainer that can handle them.,sort both; smallest sufficient resource,exchange argument,pure greedy,Pairing / matching,High,Same skeleton as assign cookies.,manual-high
2412,Minimum Money Required Before Transactions,Hard,42.0,https://leetcode.com/problems/minimum-money-required-before-transactions/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,High,Review exact statement; this row is inferred from title.,heuristic
2422,Merge Operations to Turn Array Into a Palindrome,Medium,68.9,https://leetcode.com/problems/merge-operations-to-turn-array-into-a-palindrome/,Pairing / matching / delta sorting,"Pair extremes, smallest sufficient match, or opportunity-cost sorting","Sort both sides; match smallest sufficient resource, pair extremes, or choose top deltas.",two pointers; pair extremes; smallest sufficient resource; delta sorting,exchange argument,pure greedy + sorting/two pointers,Pairing / matching,Medium,Review exact statement; this row is inferred from title.,heuristic
2429,Minimize XOR,Medium,62.4,https://leetcode.com/problems/minimize-xor/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
2434,Using a Robot to Print the Lexicographically Smallest String,Medium,62.3,https://leetcode.com/problems/using-a-robot-to-print-the-lexicographically-smallest-string/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
2436,Minimum Split Into Subarrays With GCD Greater Than One,Medium,70.2,https://leetcode.com/problems/minimum-split-into-subarrays-with-gcd-greater-than-one/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
2439,Minimize Maximum of Array,Medium,46.5,https://leetcode.com/problems/minimize-maximum-of-array/,Binary search + greedy feasibility,Monotone answer with greedy check,Binary search the answer; greedily verify feasibility under candidate value.,feasibility predicate; monotone answer; sorted greedy check; prefix/range update,feasibility monotonicity,binary search + greedy,Binary search on answer,Medium,Review exact statement; this row is inferred from title.,heuristic
2448,Minimum Cost to Make Array Equal,Hard,46.8,https://leetcode.com/problems/minimum-cost-to-make-array-equal/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,High,Review exact statement; this row is inferred from title.,heuristic
2449,Minimum Number of Operations to Make Arrays Similar,Hard,61.5,https://leetcode.com/problems/minimum-number-of-operations-to-make-arrays-similar/,Pairing / matching / delta sorting,"Pair extremes, smallest sufficient match, or opportunity-cost sorting","Sort both sides; match smallest sufficient resource, pair extremes, or choose top deltas.",two pointers; pair extremes; smallest sufficient resource; delta sorting,exchange argument,pure greedy + sorting/two pointers,Pairing / matching,High,Review exact statement; this row is inferred from title.,heuristic
2457,Minimum Addition to Make Integer Beautiful,Medium,38.7,https://leetcode.com/problems/minimum-addition-to-make-integer-beautiful/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
2472,Maximum Number of Non-overlapping Palindrome Substrings,Hard,44.6,https://leetcode.com/problems/maximum-number-of-non-overlapping-palindrome-substrings/,Interval / coverage / scheduling,"Intervals, deadlines, coverage, or active-set scheduling","Sort by endpoint/start/deadline, then keep earliest finish, expand coverage, or use an active heap.",sort by endpoint; coverage frontier; active interval heap; deadline first,exchange / stays-ahead / sweep invariant,"greedy, greedy + heap, or binary search + greedy / DP-boundary",Interval / scheduling / coverage,High,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
2486,Append Characters to String to Make Subsequence,Medium,73.0,https://leetcode.com/problems/append-characters-to-string-to-make-subsequence/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,Medium,Review exact statement; this row is inferred from title.,heuristic
2497,Maximum Star Sum of a Graph,Medium,42.3,https://leetcode.com/problems/maximum-star-sum-of-a-graph/,Constructive matrix/tree/graph greedy,Structural construction or assignment,Use local degree/row/column/path constraints to construct or maximize under structural invariants.,degree sorting; row/column residuals; local repair; structural invariant,exchange / invariant construction,constructive greedy / hybrid,Constructive structures,Medium,Review exact statement; this row is inferred from title.,heuristic
2498,Frog Jump II,Medium,62.2,https://leetcode.com/problems/frog-jump-ii/,Jump / reachability frontier,Reachability or minimum jumps,"Maintain a frontier of reachable positions, or binary-search/DP when constraints change.",reachable frontier; farthest extension; current layer boundary,stays-ahead / feasibility monotonicity,greedy frontier or hybrid,Jump Game,Medium,Review exact statement; this row is inferred from title.,heuristic
2499,Minimum Total Cost to Make Arrays Unequal,Hard,41.3,https://leetcode.com/problems/minimum-total-cost-to-make-arrays-unequal/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,High,Review exact statement; this row is inferred from title.,heuristic
2517,Maximum Tastiness of Candy Basket,Medium,68.1,https://leetcode.com/problems/maximum-tastiness-of-candy-basket/,Binary search + greedy feasibility,Monotone answer with greedy check,Binary search the answer; greedily verify feasibility under candidate value.,feasibility predicate; monotone answer; sorted greedy check; prefix/range update,feasibility monotonicity,binary search + greedy,Binary search on answer,Medium,Review exact statement; this row is inferred from title.,heuristic
2522,Partition String Into Substrings With Values at Most K,Medium,47.7,https://leetcode.com/problems/partition-string-into-substrings-with-values-at-most-k/,Interval / coverage / scheduling,"Intervals, deadlines, coverage, or active-set scheduling","Sort by endpoint/start/deadline, then keep earliest finish, expand coverage, or use an active heap.",sort by endpoint; coverage frontier; active interval heap; deadline first,exchange / stays-ahead / sweep invariant,"greedy, greedy + heap, or binary search + greedy",Interval / scheduling / coverage,Medium,Review exact statement; this row is inferred from title.,heuristic
2528,Maximize the Minimum Powered City,Hard,61.7,https://leetcode.com/problems/maximize-the-minimum-powered-city/,Binary search + coverage difference,Maximize the Minimum Powered City,Binary search target power; greedily place extra stations using difference array.,feasibility predicate; sliding window power; range add,feasibility monotonicity,binary search + greedy,Coverage / binary search,High,Greedy placement at farthest useful position.,manual-high
2530,Maximal Score After Applying K Operations,Medium,64.1,https://leetcode.com/problems/maximal-score-after-applying-k-operations/,Heap greedy / deferred choice,"Choose best available, marginal gain, or replacement candidate","Sort/unlock candidates, then use heap to choose best currently available or replace worst selected.",available candidates heap; max marginal gain; replacement heap; bottleneck threshold,deferred greedy / exchange / threshold,greedy + heap,Heap-greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
2541,Minimum Operations to Make Array Equal II,Medium,33.1,https://leetcode.com/problems/minimum-operations-to-make-array-equal-ii/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
2542,Maximum Subsequence Score,Medium,54.7,https://leetcode.com/problems/maximum-subsequence-score/,Ratio/score heap selection,Maximum Subsequence Score,Sort by nums2 desc; keep k largest nums1; score = sum(nums1)*current nums2.,sort bottleneck; min-heap selected values,exchange / threshold,greedy + heap,Heap-greedy / selection,Very High,Same bottleneck heap skeleton as max performance.,manual-high
2548,Maximum Price to Fill a Bag,Medium,64.6,https://leetcode.com/problems/maximum-price-to-fill-a-bag/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
2551,Put Marbles in Bags,Hard,72.1,https://leetcode.com/problems/put-marbles-in-bags/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,High,Review exact statement; this row is inferred from title.,heuristic
2554,Maximum Number of Integers to Choose From a Range I,Medium,68.0,https://leetcode.com/problems/maximum-number-of-integers-to-choose-from-a-range-i/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
2557,Maximum Number of Integers to Choose From a Range II,Medium,34.8,https://leetcode.com/problems/maximum-number-of-integers-to-choose-from-a-range-ii/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
2560,House Robber IV,Medium,64.7,https://leetcode.com/problems/house-robber-iv/,Binary search + greedy feasibility,Monotone answer with greedy check,Binary search the answer; greedily verify feasibility under candidate value.,feasibility predicate; monotone answer; sorted greedy check; prefix/range update,feasibility monotonicity,binary search + greedy / DP-boundary,Binary search on answer,Medium,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
2561,Rearranging Fruits,Hard,57.3,https://leetcode.com/problems/rearranging-fruits/,Pairing / matching / delta sorting,"Pair extremes, smallest sufficient match, or opportunity-cost sorting","Sort both sides; match smallest sufficient resource, pair extremes, or choose top deltas.",two pointers; pair extremes; smallest sufficient resource; delta sorting,exchange argument,pure greedy + sorting/two pointers,Pairing / matching,High,Review exact statement; this row is inferred from title.,heuristic
2566,Maximum Difference by Remapping a Digit,Easy,75.8,https://leetcode.com/problems/maximum-difference-by-remapping-a-digit/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Low,Review exact statement; this row is inferred from title.,heuristic
2567,Minimum Score by Changing Two Elements,Medium,49.9,https://leetcode.com/problems/minimum-score-by-changing-two-elements/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
2571,Minimum Operations to Reduce an Integer to 0,Medium,62.2,https://leetcode.com/problems/minimum-operations-to-reduce-an-integer-to-0/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
2573,Find the String with LCP,Hard,63.2,https://leetcode.com/problems/find-the-string-with-lcp/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap / DP-boundary,Frequency/String,High,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
2576,Find the Maximum Number of Marked Indices,Medium,41.2,https://leetcode.com/problems/find-the-maximum-number-of-marked-indices/,Pairing / matching / delta sorting,"Pair extremes, smallest sufficient match, or opportunity-cost sorting","Sort both sides; match smallest sufficient resource, pair extremes, or choose top deltas.",two pointers; pair extremes; smallest sufficient resource; delta sorting,exchange argument,pure greedy + sorting/two pointers,Pairing / matching,Medium,Review exact statement; this row is inferred from title.,heuristic
2578,Split With Minimum Sum,Easy,73.5,https://leetcode.com/problems/split-with-minimum-sum/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Low,Review exact statement; this row is inferred from title.,heuristic
2587,Rearrange Array to Maximize Prefix Score,Medium,42.8,https://leetcode.com/problems/rearrange-array-to-maximize-prefix-score/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
2589,Minimum Time to Complete All Tasks,Hard,39.8,https://leetcode.com/problems/minimum-time-to-complete-all-tasks/,Interval scheduling with required time points,Minimum Time to Complete All Tasks,Sort by end; greedily mark latest unused time slots inside interval.,sort by end; latest feasible slots; interval demand,exchange argument,greedy + interval marking,Scheduling / interval,High,Latest slots preserve earlier capacity for earlier-ending tasks.,manual-high
2591,Distribute Money to Maximum Children,Easy,20.6,https://leetcode.com/problems/distribute-money-to-maximum-children/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Low,Review exact statement; this row is inferred from title.,heuristic
2592,Maximize Greatness of an Array,Medium,61.6,https://leetcode.com/problems/maximize-greatness-of-an-array/,Pairing / matching / delta sorting,"Pair extremes, smallest sufficient match, or opportunity-cost sorting","Sort both sides; match smallest sufficient resource, pair extremes, or choose top deltas.",two pointers; pair extremes; smallest sufficient resource; delta sorting,exchange argument,pure greedy + sorting/two pointers,Pairing / matching,Medium,Review exact statement; this row is inferred from title.,heuristic
2598,Smallest Missing Non-negative Integer After Operations,Medium,56.0,https://leetcode.com/problems/smallest-missing-non-negative-integer-after-operations/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
2599,Make the Prefix Sum Non-negative,Medium,52.0,https://leetcode.com/problems/make-the-prefix-sum-non-negative/,Prefix surplus repair,Make the Prefix Sum Non-negative,"Scan prefix; when negative, remove most negative seen element to the end.",running prefix; min-heap negatives; replacement/removal,exchange argument,greedy + heap,Prefix repair,High,"Remove biggest damage, not current element necessarily.",manual-high
2600,K Items With the Maximum Sum,Easy,60.2,https://leetcode.com/problems/k-items-with-the-maximum-sum/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Low,Review exact statement; this row is inferred from title.,heuristic
2601,Prime Subtraction Operation,Medium,55.6,https://leetcode.com/problems/prime-subtraction-operation/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
2607,Make K-Subarray Sums Equal,Medium,38.5,https://leetcode.com/problems/make-k-subarray-sums-equal/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
2611,Mice and Cheese,Medium,48.7,https://leetcode.com/problems/mice-and-cheese/,Delta sorting,Mice and Cheese,"Let mouse2 eat all, choose k items for mouse1 by largest reward1-reward2 delta.",delta sorting; choose top k opportunity gains,exchange argument,pure greedy,Delta sorting,Very High,Same skeleton as two-city scheduling.,manual-high
2616,Minimize the Maximum Difference of Pairs,Medium,51.0,https://leetcode.com/problems/minimize-the-maximum-difference-of-pairs/,Binary search + greedy pairing,Minimize the Maximum Difference of Pairs,Binary search max diff; greedily form adjacent sorted pairs within limit.,feasibility predicate; sorted adjacent pairing,feasibility monotonicity,binary search + greedy,Pairing / binary search,High,"For feasibility, pair as early as possible.",manual-high
2645,Minimum Additions to Make Valid String,Medium,51.0,https://leetcode.com/problems/minimum-additions-to-make-valid-string/,Parentheses / balance greedy,Balance repair or wildcard feasibility,Track open balance or feasible open range and repair deficits locally.,running balance; min/max open range; insertion/deletion repair,balance invariant / feasibility interval,pure greedy,Parentheses,Medium,Review exact statement; this row is inferred from title.,heuristic
2656,Maximum Sum With Exactly K Elements,Easy,80.6,https://leetcode.com/problems/maximum-sum-with-exactly-k-elements/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Low,Review exact statement; this row is inferred from title.,heuristic
2659,Make Array Empty,Hard,27.0,https://leetcode.com/problems/make-array-empty/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,High,Review exact statement; this row is inferred from title.,heuristic
2663,Lexicographically Smallest Beautiful String,Hard,38.1,https://leetcode.com/problems/lexicographically-smallest-beautiful-string/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,High,Review exact statement; this row is inferred from title.,heuristic
2673,Make Costs of Paths Equal in a Binary Tree,Medium,58.4,https://leetcode.com/problems/make-costs-of-paths-equal-in-a-binary-tree/,Constructive matrix/tree/graph greedy,Structural construction or assignment,Use local degree/row/column/path constraints to construct or maximize under structural invariants.,degree sorting; row/column residuals; local repair; structural invariant,exchange / invariant construction,constructive greedy / hybrid / DP-boundary,Constructive structures,Medium,Review exact statement; this row is inferred from title. Greedy tag may be misleading; compare against DP/game formulation.,heuristic
2680,Maximum OR,Medium,43.0,https://leetcode.com/problems/maximum-or/,Numeric / bitwise greedy,"Digit, bit, residue, or marginal numeric optimization",Use residue/bit contribution or marginal gains to maximize/minimize numeric objective.,bit contribution; residue counts; marginal gain; digit replacement,exchange / contribution dominance / invariant,numeric greedy / bit greedy / hybrid,Numeric / bitwise,Medium,Review exact statement; this row is inferred from title.,heuristic
2697,Lexicographically Smallest Palindrome,Easy,81.4,https://leetcode.com/problems/lexicographically-smallest-palindrome/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,Low,Review exact statement; this row is inferred from title.,heuristic
2706,Buy Two Chocolates,Easy,68.3,https://leetcode.com/problems/buy-two-chocolates/,Pairing / matching / delta sorting,"Pair extremes, smallest sufficient match, or opportunity-cost sorting","Sort both sides; match smallest sufficient resource, pair extremes, or choose top deltas.",two pointers; pair extremes; smallest sufficient resource; delta sorting,exchange argument,pure greedy + sorting/two pointers,Pairing / matching,Low,Review exact statement; this row is inferred from title.,heuristic
2708,Maximum Strength of a Group,Medium,25.7,https://leetcode.com/problems/maximum-strength-of-a-group/,Sorting / choice greedy,General greedy ordering,Sort or scan candidates and apply a locally safe choice/dominance rule.,sorted candidate stream; local safe choice; dominance skip,exchange / dominance,pure greedy or sorting greedy,,Medium,Review exact statement; this row is inferred from title.,heuristic
2712,Minimum Cost to Make All Characters Equal,Medium,54.3,https://leetcode.com/problems/minimum-cost-to-make-all-characters-equal/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,Medium,Review exact statement; this row is inferred from title.,heuristic
2734,Lexicographically Smallest String After Substring Operation,Medium,34.9,https://leetcode.com/problems/lexicographically-smallest-string-after-substring-operation/,Lexicographic / monotonic construction,"Smallest/largest string, number, or subsequence","Use monotonic stack, comparator sorting, or constructive scan to preserve feasibility while improving lexicographic order.",monotonic stack; remaining counts; used set; comparator sorting; deletion budget,exchange + feasibility preservation,greedy + monotonic stack / sorting,Lexicographic Greedy,Medium,Review exact statement; this row is inferred from title.,heuristic
2745,Construct the Longest New String,Medium,54.8,https://leetcode.com/problems/construct-the-longest-new-string/,Frequency / counting / string construction,"Counts, buckets, cooldown, or repeat limits",Use counts to construct a feasible/maximal object while preserving future availability.,frequency map; bucket ordering; cooldown; repeat-limit breaker; remaining demand,exchange / feasibility preservation,greedy + counting/heap,Frequency/String,Medium,Review exact statement; this row is inferred from title.,heuristic
2789,Largest Element in an Array after Merge Operations,Medium,47.9,https://leetcode.com/problems/largest-element-in-an-array-after-merge-operations/,Array transformation / partition greedy,"Prefix/suffix repair, partitioning, or subsequence choice","Scan with prefix/suffix state, repair violations, or greedily partition when invariant boundary is met.",prefix/suffix state; local repair; partition boundary; monotonic subsequence,stays-ahead / exchange / local feasibility,greedy or greedy-DP boundary,Array partition/transformation,Medium,Review exact statement; this row is inferred from title.,heuristic
2790,Maximum Number of Groups With Increasing Length,Hard,23.1,https://leetcode.com/problems/maximum-number-of-groups-with-increasing-length/,Binary search + greedy feasibility,Monotone answer with greedy check,Binary search the answer; greedily verify feasibility under candidate value.,feasibility predicate; monotone answer; sorted greedy check; prefix/range update,feasibility monotonicity,binary search + greedy,Binary search on answer,High,Review exact statement; this row is inferred from title.,heuristic
